ID,Target
418,0.003539294
419,0.07156712
422,0.08571643
424,0.28519994
425,0.1378771
427,0.011241317
430,0.014026552
431,0.09594506
434,0.08411768
435,0.022805572
437,0.058303177
438,0.0014538765
439,0.20506737
442,0.01927349
446,0.023720235
450,0.06010589
451,0.027854353
452,0.013850093
454,0.015388638
455,0.0027333498
463,0.063907504
464,0.021164566
465,0.017954499
467,0.13439342
468,0.05187744
470,0.029490232
472,0.15129372
473,0.09225586
475,0.013381988
476,0.0131267905
479,0.09998399
481,0.0037871897
483,0.020991176
484,0.024610788
486,0.01340282
487,0.016493857
491,0.02080211
494,0.017442703
495,0.007857561
497,0.017864555
498,0.004953921
499,0.015026182
503,0.10436997
504,0.04667172
505,0.011387825
506,0.009498298
507,0.014660507
508,0.20308179
509,0.1007089
510,0.011184692
511,0.046863586
512,0.028659374
516,0.017136335
518,0.016385972
519,0.018053532
520,0.0053731203
521,0.022473574
522,0.002630204
524,0.15919125
525,0.0036266446
526,0.011918068
528,0.09965372
529,0.010723263
531,0.035329282
532,0.19774306
534,0.03268048
536,0.01725933
539,0.026075065
540,0.032163024
541,0.014084399
542,0.116945356
545,0.016928732
546,0.020045668
552,0.00615111
556,0.017837584
557,0.014359564
559,0.011576712
562,0.005439192
563,0.004877478
565,0.06895068
569,0.021184266
570,0.05993402
574,0.025666147
575,0.015766442
585,0.017578512
589,0.0054000914
590,0.0624685
592,0.08073661
593,0.020024091
594,0.009887546
595,0.077622324
597,0.008321822
601,0.014016032
603,0.018282682
604,0.013576448
605,0.013045281
607,0.014085144
608,0.023436636
610,0.10193616
612,0.07262707
613,0.028488457
615,0.014484823
616,0.18059051
617,0.02589506
619,0.017043293
620,0.15685639
621,0.012054026
624,0.0163126
625,0.4472692
628,0.018825889
629,0.36468637
630,0.021293342
632,0.063254416
634,0.015155673
637,0.060538262
638,0.016153991
642,0.02776295
643,0.0059096515
644,0.0274795
646,0.013099104
655,0.026612282
660,0.09482083
664,0.024069935
665,0.030066282
666,0.013289452
670,0.16166496
671,0.18997651
672,0.008414656
675,0.017062575
676,0.022010952
677,0.10543218
678,0.0114507675
680,0.021908969
683,0.1699596
684,0.073574126
685,0.021304816
691,0.037476778
693,0.011857986
696,0.012696475
698,0.005792409
699,0.09924525
700,0.020183355
703,0.024679482
704,0.03855762
705,0.011670858
707,0.16949338
709,0.03223297
711,0.20800081
713,0.090369314
716,0.016230792
719,0.014084965
721,0.021501929
722,0.015270233
723,0.007991254
724,0.011767209
727,0.018247515
728,0.07933363
729,0.009357333
733,0.05713013
736,0.0024968386
739,0.023063451
742,0.23741508
743,0.040384114
744,0.0028934479
745,0.20249161
747,0.007902861
749,0.019483984
750,0.01889214
751,0.023409694
752,0.016123801
755,0.017381817
756,0.008618772
762,0.015050858
763,0.10951114
764,0.018091261
765,0.016364276
766,0.013323665
769,0.019405365
770,0.024695307
773,0.016144723
774,0.022037476
776,0.020010442
777,0.015837222
778,0.0053712428
779,0.040858656
780,0.015258908
781,0.033903122
786,0.03664562
788,0.013406247
794,0.082194716
796,0.24100232
801,0.05451235
802,0.02844733
803,0.003196001
804,0.015729278
805,0.016621381
809,0.030035824
810,0.07401836
817,0.018775284
819,0.06737316
821,0.014547318
824,0.14718664
825,0.021112949
826,0.122220665
830,0.030015916
831,0.011864662
832,0.028106958
833,0.012772828
837,0.10119599
839,0.015279651
840,0.011797696
841,0.020920426
842,0.026509583
843,0.012429953
844,0.020636499
845,0.023741573
848,0.023470223
853,0.018256307
854,0.013608664
855,0.016475827
856,0.010493636
861,0.0029177368
865,0.10243896
866,0.018718302
867,0.01326555
870,0.012964457
871,0.06156251
872,0.051522046
873,0.096897066
874,0.035740793
875,0.0016170442
876,0.012781888
879,0.0987947
880,0.014085233
883,0.015252471
884,0.01680103
886,0.03692031
890,0.018042356
892,0.12901416
893,0.030597806
894,0.026541054
895,0.107766
896,0.015125424
897,0.0072178245
899,0.1374338
900,0.0093744695
901,0.006104499
902,0.14379331
905,0.01168859
912,0.053612053
914,0.16423988
915,0.014616936
917,0.038322687
918,0.011214167
919,0.053515434
921,0.004055202
922,0.022563607
923,0.009922117
926,0.013810843
929,0.025663912
930,0.016802073
931,0.021104664
937,0.016677529
938,0.015125155
939,0.024301887
941,0.019570678
946,0.018142253
947,0.022532403
950,0.014789283
951,0.017499417
952,0.08038515
953,0.032553762
954,0.015418202
955,0.07697007
956,0.3706298
957,0.03617978
960,0.020764142
963,0.17314228
966,0.022187948
969,0.0059363544
971,0.013844669
972,0.017123878
975,0.01622805
980,0.017990023
982,0.022851616
983,0.011199474
985,0.06795907
987,0.0034388304
988,0.0044035017
991,0.0183011
992,0.01618582
995,0.10913432
996,0.016610652
998,0.022499323
1001,0.24048299
1002,0.016020805
1004,0.08931175
1005,0.08259264
1010,0.0158844
1011,0.012026787
1012,0.015268832
1013,0.034666687
1014,0.017538786
1015,0.08462229
1016,0.015025705
1022,0.013203889
1023,0.017748505
1024,0.007461667
1025,0.08765179
1026,0.1346527
1028,0.011879057
1029,0.0473513
1032,0.07281223
1034,0.077892005
1036,0.059634775
1037,0.008290201
1039,0.13438898
1042,0.08120167
1045,0.10262728
1046,0.047804713
1050,0.01149714
1052,0.018028378
1055,0.09190288
1057,0.0025784671
1058,0.010925144
1060,0.014267951
1062,0.017480671
1063,0.10532704
1064,0.09435716
1065,0.041766614
1066,0.01254046
1067,0.1285221
1068,0.03707248
1070,0.23525676
1072,0.012234449
1077,0.27678588
1078,0.019272536
1079,0.022099584
1081,0.021278441
1082,0.1305306
1093,0.027302355
1094,0.10808489
1102,0.054130554
1103,0.09984371
1106,0.017837316
1107,0.18204102
1112,0.020753205
1113,0.010033518
1114,0.017503679
1116,0.0050756037
1118,0.009376079
1120,0.101918966
1121,0.015946865
1128,0.010350943
1130,0.08187088
1132,0.016724706
1135,0.015330255
1138,0.09929302
1139,0.018052697
1141,0.09147644
1143,0.13762316
1146,0.105330825
1148,0.08571643
1149,0.04591316
1151,0.02246797
1152,0.08851361
1153,0.017052978
1155,0.04155603
1157,0.013834506
1160,0.0317598
1161,0.013218343
1162,0.02875632
1164,0.097406805
1168,0.024858534
1169,0.020005494
1174,0.0804095
1176,0.012397528
1177,0.12892386
1178,0.016510636
1180,0.033613503
1181,0.08787307
1182,0.046992928
1185,0.018646061
1190,0.013382167
1194,0.016842961
1196,0.02036488
1199,0.06904611
1200,0.016866654
1201,0.021234453
1202,0.026577711
1206,0.16529688
1207,0.02508536
1208,0.017114103
1212,0.022945523
1216,0.017975062
1219,0.06897628
1221,0.017651856
1222,0.014084578
1225,0.018750817
1227,0.07998824
1230,0.034431934
1231,0.09590927
1232,0.077181965
1233,0.018434137
1234,0.07537657
1235,0.017387599
1236,0.14184898
1237,0.034558
1238,0.04943347
1239,0.022033393
1240,0.046063244
1241,0.01705888
1244,0.031863242
1245,0.0133604705
1247,0.08156824
1250,0.022882402
1251,0.015749693
1257,0.012831122
1259,0.015690535
1266,0.048474133
1267,0.14982784
1268,0.008634001
1270,0.18508345
1272,0.03105864
1273,0.055254936
1276,0.03090486
1278,0.011957735
1279,0.03595528
1283,0.019203514
1284,0.09991503
1286,0.01483047
1289,0.024039209
1290,0.015180647
1292,0.0076313615
1293,0.021292716
1294,0.022160888
1296,0.039025187
1298,0.022397846
1299,0.20314631
1301,0.01630029
1304,0.018701345
1306,0.01607427
1308,0.02849868
1310,0.078202695
1311,0.022592843
1312,0.05840686
1315,0.016690493
1318,0.046481878
1319,0.026845515
1320,0.020014226
1323,0.017223686
1324,0.031094998
1325,0.07361162
1326,0.018338561
1329,0.23190346
1331,0.019524038
1332,0.07731864
1335,0.013819009
1336,0.139563
1338,0.02188006
1340,0.054748982
1342,0.01804158
1345,0.021329403
1347,0.013136625
1349,0.09989408
1350,0.029636294
1351,0.012714773
1354,0.0015844107
1355,0.07703486
1356,0.088615686
1359,0.06839365
1361,0.15885639
1362,0.14976561
1363,0.15835199
1365,0.013810694
1366,0.05752155
1367,0.10329896
1368,0.014490783
1369,0.0107777715
1370,0.016514689
1371,0.024572492
1372,0.10599971
1374,0.019132167
1375,0.108341575
1376,0.049007684
1379,0.0016887188
1380,0.05293888
1383,0.08571643
1387,0.039791524
1388,0.10881549
1389,0.0028031468
1390,0.020730436
1394,0.017494261
1396,0.29202363
1397,0.07134774
1399,0.057865232
1400,0.08437365
1402,0.05063671
1403,0.059872508
1404,0.13537002
1405,0.04113671
1407,0.028168678
1409,0.02140534
1413,0.019565195
1415,0.039001435
1416,0.023047417
1418,0.013377458
1422,0.015270472
1423,0.013900578
1425,0.0012190342
1428,0.09851277
1429,0.02658391
1430,0.08571643
1431,0.028435647
1432,0.017713785
1434,0.014422655
1435,0.015166938
1436,0.15906096
1438,0.012196213
1443,0.014862746
1445,0.042907536
1446,0.07999197
1453,0.015111029
1456,0.011356771
1458,0.032548636
1459,0.01055944
1460,0.012293428
1461,0.10105643
1462,0.15247914
1463,0.09464732
1466,0.13374203
1467,0.08730143
1469,0.03283891
1470,0.012493134
1471,0.21546406
1473,0.014768153
1476,0.018807769
1477,0.030338973
1481,0.08571643
1482,0.10692322
1485,0.10692266
1486,0.16700372
1490,0.0526129
1491,0.22077096
1493,0.01667884
1494,0.038872838
1500,0.028955668
1504,0.019745618
1506,0.014819771
1509,0.00833565
1512,0.020193756
1514,0.075139165
1518,0.08731279
1520,0.012698382
1522,0.07596782
1525,0.23717701
1526,0.07445043
1529,0.14298445
1530,0.09705746
1532,0.018042326
1533,0.019878328
1537,0.02111429
1542,0.0052455068
1544,0.019778252
1545,0.18610135
1546,0.15835199
1549,0.13593099
1551,0.015360743
1552,0.011523306
1555,0.09593421
1556,0.015859962
1558,0.24672544
1560,0.016158283
1561,0.037160963
1562,0.020174801
1563,0.016440868
1566,0.012461454
1568,0.021902084
1570,0.06591153
1575,0.14604518
1577,0.016264021
1579,0.015278816
1581,0.015457392
1582,0.034346968
1585,0.10441601
1586,0.018021554
1587,0.019684166
1593,0.12176135
1597,0.042831063
1599,0.017743886
1608,0.016287446
1609,0.08571643
1612,0.09139332
1615,0.02081567
1616,0.016972333
1618,0.053156465
1619,0.014084756
1624,0.018918395
1625,0.029721528
1627,0.014309764
1628,0.18612066
1635,0.016258597
1636,0.0996089
1637,0.09301409
1640,0.05762881
1642,0.06607965
1645,0.102455944
1647,0.016236305
1648,0.18176839
1650,0.001955092
1651,0.020265311
1653,0.013555288
1654,0.013095349
1655,0.011766195
1656,0.009120494
1657,0.10753736
1659,0.11540359
1661,0.052749783
1662,0.11566299
1663,0.13285196
1664,0.013163954
1671,0.09884316
1673,0.08571643
1674,0.014838308
1678,0.020291239
1680,0.049515665
1682,0.048097074
1687,0.02430588
1689,0.015492052
1690,0.042662114
1691,0.047609568
1692,0.008959204
1696,0.01572749
1701,0.02184555
1702,0.051664412
1705,0.07533878
1707,0.12358534
1711,0.09495479
1714,0.028697312
1715,0.14470333
1716,0.07351911
1717,0.013941616
1719,0.02284956
1723,0.01628241
1725,0.0071728528
1726,0.20502847
1728,0.014042944
1730,0.0047746003
1731,0.014334887
1736,0.017898977
1742,0.1763778
1745,0.059182465
1747,0.21591336
1749,0.02979818
1750,0.033692688
1751,0.012922108
1752,0.006248027
1753,0.036805272
1754,0.024516523
1758,0.19871333
1759,0.02727747
1760,0.00368613
1761,0.08923802
1763,0.10187033
1765,0.028371394
1767,0.026239604
1768,0.022527635
1769,0.011944145
1774,0.051238567
1775,0.040616453
1776,0.014314592
1777,0.015521944
1779,0.017320335
1780,0.016238958
1783,0.021018207
1784,0.004859388
1785,0.0037898123
1789,0.097393125
1790,0.040643424
1792,0.022528678
1793,0.09846702
1795,0.019211948
1796,0.0055864453
1798,0.02590394
1802,0.00958994
1803,0.069674194
1805,0.010689199
1806,0.019540459
1809,0.014158577
1810,0.018406212
1812,0.11111179
1813,0.024276555
1814,0.05032909
1815,0.03268239
1817,0.039639294
1818,0.041047037
1819,0.043469578
1820,0.04849419
1821,0.020633906
1823,0.16406438
1826,0.012493581
1827,0.029767066
1829,0.22460407
1831,0.016604066
1833,0.15808171
1834,0.031524718
1837,0.019580424
1838,0.015391737
1839,0.01916331
1840,0.018226296
1841,0.017868102
1842,0.014813006
1844,0.018084168
1845,0.023039818
1846,0.012473494
1847,0.0187532
1850,0.021129966
1851,0.0196881
1852,0.01550293
1860,0.02786684
1862,0.03478384
1864,0.110492855
1865,0.017366946
1866,0.020595819
1867,0.020037264
1870,0.070390254
1871,0.04970026
1872,0.07529163
1873,0.01519984
1874,0.10723847
1876,0.0832921
1878,0.039242387
1879,0.1626417
1884,0.023343772
1885,0.014713794
1888,0.018267244
1893,0.015908748
1897,0.024345696
1901,0.016516775
1902,0.018733144
1903,0.018024027
1905,0.022594452
1907,0.015481591
1908,0.26059777
1919,0.12521303
1921,0.13511378
1926,0.014546782
1928,0.022179037
1930,0.13439342
1933,0.016716093
1934,0.025701195
1935,0.024143517
1939,0.15319249
1940,0.098422706
1942,0.01782912
1943,0.0031909347
1945,0.020959258
1946,0.02975434
1948,0.019792676
1949,0.02629283
1952,0.01817733
1953,0.020565629
1955,0.0766907
1959,0.008120507
1963,0.015021145
1965,0.03123793
1967,0.0903047
1968,0.024100035
1969,0.019574016
1970,0.056850255
1973,0.019768238
1977,0.009871513
1978,0.016819388
1979,0.0026592612
1988,0.10583907
1991,0.11785412
1994,0.017243773
1996,0.016694546
1997,0.02119422
1998,0.013203979
2000,0.058238387
2002,0.021478385
2004,0.0861637
2007,0.015921831
2008,0.014905244
2010,0.02503571
2011,0.15717286
2012,0.026361257
2015,0.030871749
2018,0.012376279
2019,0.016202092
2023,0.09940916
2024,0.06980759
2026,0.018645853
2028,0.018699378
2029,0.019272536
2031,0.040632784
2033,0.013625026
2034,0.16221696
2037,0.18498826
2038,0.090248704
2039,0.02248469
2040,0.01804179
2042,0.0107803345
2045,0.017424405
2048,0.012342513
2049,0.018500865
2050,0.03271857
2057,0.119179815
2061,0.014815599
2063,0.026964486
2067,0.016123772
2069,0.050415725
2070,0.09462756
2072,0.23924461
2073,0.10114366
2075,0.018142372
2076,0.11637494
2081,0.09537107
2082,0.025786579
2084,0.033314615
2085,0.04229042
2086,0.08851361
2088,0.08936155
2092,0.016248375
2093,0.019319922
2094,0.0124587715
2096,0.46753076
2102,0.04631591
2103,0.116702706
2104,0.023328513
2108,0.16364804
2109,0.029833168
2111,0.019686997
2113,0.026102096
2116,0.05156797
2117,0.02024579
2118,0.025921106
2119,0.01793313
2120,0.013495326
2121,0.0208278
2124,0.1673029
2125,0.011368483
2126,0.028345257
2127,0.15706614
2131,0.011193693
2133,0.03891298
2134,0.05697766
2136,0.01756075
2137,0.119353354
2139,0.09568933
2144,0.019663155
2145,0.05822003
2146,0.07461217
2149,0.010621667
2150,0.007317275
2151,0.021466315
2152,0.017887741
2153,0.016617239
2157,0.17120713
2158,0.03185481
2159,0.0097209215
2161,0.011597961
2163,0.015159547
2166,0.011642665
2169,0.036390334
2171,0.08000445
2177,0.022215724
2179,0.036658525
2182,0.021853775
2184,0.13558668
2185,0.02201593
2186,0.012210995
2187,0.006286502
2188,0.037757397
2189,0.02245605
2190,0.20004043
2194,0.004091829
2195,0.02120614
2196,0.013976157
2198,0.03204879
2199,0.021891087
2200,0.015130043
2201,0.015718699
2203,0.05601725
2208,0.017274171
2209,0.010935903
2210,0.013704985
2211,0.021665335
2213,0.01937905
2214,0.0074067414
2215,0.15295672
2216,0.018799841
2218,0.0022308826
2222,0.015311539
2224,0.021597773
2229,0.0111601055
2230,0.015788704
2234,0.043386757
2235,0.021067142
2237,0.07906768
2239,0.013553321
2241,0.009809881
2242,0.014359742
2243,0.056612223
2244,0.015616626
2245,0.011414975
2248,0.072273105
2251,0.016349256
2253,0.22651789
2254,0.0061098635
2257,0.01408267
2261,0.013763338
2262,0.07410982
2266,0.0141659975
2269,0.01753515
2275,0.006236583
2278,0.019611478
2279,0.017125547
2283,0.008162469
2284,0.019702405
2285,0.005464971
2286,0.022397816
2287,0.04731074
2289,0.1037693
2290,0.17812961
2291,0.08851361
2293,0.09640917
2300,0.023591876
2301,0.01685363
2302,0.07729292
2303,0.02737552
2304,0.010340065
2305,0.040525526
2306,0.0169141
2307,0.09139332
2308,0.11722034
2311,0.10287106
2313,0.023245245
2315,0.018393219
2316,0.1023542
2318,0.14881873
2322,0.0065816045
2323,0.012917072
2325,0.010719538
2327,0.09274536
2328,0.019937962
2329,0.13116276
2330,0.015456587
2332,0.016882002
2333,0.012379378
2334,0.02883771
2337,0.015369654
2338,0.05371529
2341,0.045779526
2344,0.09435716
2345,0.004302472
2347,0.0057941675
2348,0.11892262
2349,0.022300392
2350,0.010450572
2351,0.02578044
2358,0.017403841
2359,0.031336725
2361,0.018124849
2363,0.036509186
2364,0.018137008
2366,0.055852532
2369,0.018042505
2370,0.11533871
2373,0.026394993
2375,0.010939449
2377,0.098237574
2384,0.097406805
2385,0.024078846
2386,0.012267798
2387,0.013009161
2388,0.015053093
2392,0.08415973
2393,0.10439548
2394,0.08571643
2395,0.019979209
2396,0.080770165
2397,0.02408591
2400,0.08571643
2401,0.012766182
2403,0.02858445
2407,0.039953142
2408,0.020254344
2410,0.014547139
2414,0.09916887
2416,0.17853406
2421,0.012491792
2422,0.09435716
2423,0.104827374
2425,0.017511815
2430,0.011829644
2433,0.0066122115
2434,0.029962748
2437,0.01681441
2438,0.080108285
2439,0.06673521
2440,0.11414945
2442,0.022402078
2444,0.019219428
2449,0.022671044
2456,0.08384839
2458,0.02910921
2462,0.012560606
2463,0.012777209
2464,0.01453349
2465,0.02185455
2466,0.012648374
2470,0.11148563
2476,0.073025465
2478,0.020567507
2482,0.15206811
2483,0.067878544
2484,0.12026769
2487,0.011235565
2488,0.016497403
2493,0.009537488
2494,0.0039872825
2495,0.021747172
2499,0.088617384
2501,0.1137521
2503,0.02013287
2504,0.011980206
2507,0.07248035
2509,0.023171991
2511,0.10838771
2512,0.046480864
2515,0.009685487
2516,0.023323447
2517,0.06351173
2521,0.14207086
2525,0.02158603
2527,0.02801457
2528,0.018336207
2529,0.042014062
2530,0.012572408
2531,0.12020019
2533,0.010125428
2537,0.015522659
2538,0.06924468
2539,0.032393396
2541,0.019483
2542,0.1037693
2543,0.027760834
2544,0.018269956
2545,0.01470238
2546,0.015387744
2548,0.016800761
2549,0.0058374107
2555,0.017646879
2556,0.016201198
2558,0.064668834
2561,0.24434173
2563,0.22527346
2566,0.01694277
2567,0.09180263
2572,0.011873394
2573,0.027421981
2574,0.09876931
2578,0.011846185
2580,0.034609884
2581,0.010674626
2582,0.018577218
2586,0.039666444
2588,0.013838857
2589,0.048831016
2591,0.07773659
2594,0.020634204
2595,0.021072686
2596,0.046750844
2597,0.018235207
2599,0.023272127
2600,0.098431736
2601,0.010409087
2611,0.015612841
2613,0.052216798
2614,0.017944783
2615,0.09984532
2616,0.21583202
2617,0.017696798
2618,0.0069303513
2619,0.020082623
2626,0.007429272
2630,0.3313552
2632,0.023847908
2636,0.027602017
2639,0.016492724
2642,0.013150126
2644,0.15783659
2647,0.09650409
2648,0.25421894
2649,0.09461346
2651,0.010563999
2652,0.031581193
2656,0.2379998
2658,0.068540305
2664,0.025369257
2667,0.1598078
2669,0.009076476
2670,0.014084697
2671,0.15456092
2672,0.19454977
2673,0.015239179
2678,0.011621892
2679,0.02627778
2682,0.010748625
2684,0.0058211386
2685,0.019577146
2687,0.011785358
2689,0.0107239485
2700,0.017168313
2701,0.089823216
2702,0.0208911
2704,0.0232265
2707,0.013326079
2710,0.030410856
2713,0.08851361
2715,0.013602406
2716,0.029434234
2724,0.023285598
2726,0.043991446
2727,0.017775595
2728,0.001801759
2730,0.01739347
2731,0.0306077
2733,0.021030247
2736,0.041945457
2737,0.02246204
2739,0.046378314
2740,0.017393827
2741,0.017965436
2745,0.020124197
2747,0.24759975
2749,0.0060713887
2751,0.01730889
2752,0.030994415
2759,0.20824564
2760,0.01444149
2764,0.011570752
2766,0.08302045
2769,0.045981646
2772,0.03779161
2773,0.017649025
2774,0.018039256
2776,0.0016422868
2779,0.08101711
2782,0.21808875
2783,0.01454708
2788,0.014084935
2789,0.010618776
2791,0.023762941
2793,0.017416209
2794,0.015973538
2796,0.020885766
2801,0.010009557
2803,0.055529177
2804,0.015336573
2805,0.09317821
2806,0.3084405
2808,0.022769243
2809,0.10296857
2812,0.015995681
2814,0.17200613
2815,0.01206696
2816,0.056173056
2817,0.12290031
2819,0.029391795
2821,0.17095032
2822,0.05436328
2825,0.01898387
2827,0.011241078
2829,0.017962009
2830,0.005754918
2831,0.013689369
2833,0.017850906
2838,0.02893722
2839,0.029040903
2843,0.013833761
2845,0.018222481
2849,0.017834097
2850,0.00660941
2852,0.016113102
2859,0.018509686
2861,0.012643307
2862,0.03259614
2863,0.021291345
2865,0.018175215
2866,0.17741188
2867,0.02480185
2869,0.069129676
2871,0.0180417
2872,0.09289071
2873,0.20581162
2874,0.008119583
2876,0.01843819
2877,0.006508708
2880,0.097219974
2881,0.01532951
2882,0.017357439
2885,0.019631743
2886,0.010747492
2888,0.017417789
2889,0.018853903
2891,0.028515846
2892,0.010998607
2893,0.22828814
2897,0.05500403
2898,0.022512048
2899,0.071140885
2901,0.021470994
2903,0.12151274
2904,0.0018848777
2905,0.020563602
2906,0.024653018
2908,0.024706602
2910,0.14497781
2913,0.019784182
2914,0.013310224
2915,0.022429764
2917,0.020784527
2918,0.027051806
2919,0.21648937
2920,0.03231868
2921,0.020818055
2922,0.14178377
2925,0.105204076
2926,0.014859498
2927,0.08319548
2928,0.12700677
2929,0.011676908
2930,0.004198402
2936,0.01454109
2944,0.014084756
2949,0.010783851
2950,0.004792124
2951,0.015448958
2952,0.011150926
2955,0.019283801
2957,0.0058482885
2959,0.00732252
2960,0.10060203
2961,0.03365627
2963,0.041010827
2966,0.015612334
2967,0.01978013
2968,0.017059624
2969,0.025194257
2970,0.008846313
2972,0.043571264
2973,0.010836542
2974,0.014041781
2975,0.1752365
2976,0.028956115
2980,0.010817736
2983,0.09139332
2984,0.1265476
2986,0.0035373569
2988,0.020230442
2989,0.046443075
2990,0.015622228
2991,0.05201903
2994,0.07474077
2995,0.06898832
2997,0.013812423
3000,0.01869756
3001,0.01323086
3002,0.017269582
3003,0.04456982
3005,0.019265026
3007,0.013390005
3008,0.042996645
3009,0.024855196
3011,0.014274836
3012,0.21709532
3015,0.09803885
3017,0.013826311
3019,0.092960924
3022,0.05457592
3025,0.009912252
3027,0.099944025
3028,0.0017914176
3030,0.06264174
3031,0.0154747665
3033,0.03231892
3035,0.037671477
3036,0.037446797
3037,0.018041432
3039,0.017853022
3041,0.17123318
3046,0.017257899
3047,0.005887985
3048,0.015325576
3050,0.02145651
3051,0.01676938
3053,0.021174341
3055,0.07164839
3056,0.020339102
3058,0.03932765
3060,0.14147335
3062,0.017373443
3063,0.026974559
3064,0.10885745
3065,0.23368159
3067,0.020206481
3069,0.1020616
3070,0.08815706
3072,0.13627851
3073,0.03929645
3074,0.014084756
3079,0.08797836
3080,0.14692533
3083,0.11240184
3084,0.020051122
3089,0.07780418
3093,0.01820618
3094,0.118088365
3096,0.07467666
3098,0.01749301
3100,0.016733378
3101,0.02110514
3102,0.018376708
3104,0.013685584
3105,0.05109772
3106,0.08571643
3109,0.014907509
3110,0.0016348958
3111,0.06118527
3113,0.15340674
3115,0.09794685
3116,0.08260298
3120,0.014109582
3122,0.015272468
3124,0.08571643
3128,0.016148627
3129,0.011772394
3130,0.023181468
3132,0.04897508
3133,0.005577624
3135,0.035280228
3138,0.022876173
3139,0.051177293
3140,0.12895355
3143,0.020786494
3146,0.15380758
3148,0.35367838
3149,0.0945552
3150,0.01794511
3152,0.04867229
3153,0.018577367
3154,0.13113257
3155,0.08747327
3159,0.024069607
3162,0.00998345
3163,0.19513702
3164,0.007134378
3166,0.022490919
3167,0.01603672
3168,0.016675055
3171,0.01662299
3172,0.025126219
3173,0.018933386
3177,0.1367622
3181,0.095617
3183,0.14412495
3185,0.016037673
3186,0.012545317
3190,0.033897936
3192,0.016989678
3193,0.08041048
3194,0.01638022
3195,0.045763224
3197,0.018053532
3200,0.01975292
3201,0.04218036
3206,0.053666174
3207,0.023756385
3208,0.04318279
3210,0.1927222
3211,0.07525569
3214,0.01934579
3216,0.016365677
3217,0.008943349
3218,0.021914184
3219,0.012848377
3223,0.019272327
3224,0.010742813
3227,0.1974684
3229,0.015482098
3230,0.010355204
3231,0.01571384
